fire_year,stat_cause_descr,fire_size,fire_size_class,latitude,longitude,owner_code,state,burn_time_hours,discovery_hour,discovery_month
2009,Lightning,26.5,C,35.5344,-83.9883,3,TN,76,12,Apr
2003,Lightning,2,B,45.4003,-105.7489,8,MT,3.25,12,Jul
1995,Arson,20,C,31.34832538,-89.85444519,14,MS,2.583333333,10,Sep
2011,Debris Burning,3,B,30.20691667,-93.98163333,13,TX,2.15,12,Aug
2000,Arson,0.03,A,31.4471,-83.4945,7,GA,0,6,May
2015,Miscellaneous,1,B,38.23,-97.52,14,KS,0.883333333,17,Jul
2010,Children,0.1,A,35.5356,-110.3222,2,AZ,3,9,Sep
1999,Campfire,0.3,B,45.83055556,-110.9180556,5,MT,4.5,13,Sep
2003,Arson,2,B,34.613816,-87.361438,14,AL,1.533333333,15,Apr
1994,Campfire,1,B,45.86833333,-117.63,5,OR,42,18,Apr
2001,Arson,0.1,A,40.76925199,-73.25335803,14,NY,0,14,Nov
2011,Lightning,200,D,35.899017,-104.991383,8,NM,3.583333333,17,Aug
2011,Arson,500,E,35.71101665,-95.05625,15,OK,0,21,Feb
2008,Miscellaneous,12,C,34.4947,-97.5261,8,OK,1.5,13,Jan
2007,Children,1,B,34.8878,-98.3589,2,OK,1.5,16,Mar
2009,Campfire,6,B,36.6516,-118.829103,3,CA,9,9,Sep
2010,Debris Burning,0.2,A,36.02483333,-94.63733336,8,OK,0,16,Dec
2004,Lightning,0.1,A,44.28166667,-111.4088889,5,ID,25.5,15,Jul
1992,Debris Burning,0.15,A,34.8244,-85.3233,8,GA,1.583333333,15,Apr
2009,Debris Burning,20,C,35.2147,-88.52467,8,TN,1.25,14,Feb
2014,Arson,33,C,46.924,-96.049,4,MN,2,17,May
1999,Lightning,0.2,A,35.305,-108.5984,2,NM,3.933333333,16,May
1999,Smoking,0.1,A,43.55777778,-121.1305556,5,OR,1.25,17,Jul
2014,Debris Burning,0.2,A,41.847033,-124.1401,14,CA,2.033333333,13,Jan
1996,Miscellaneous,1.98,B,34.8583,-84.053,8,GA,0.716666667,12,Mar
1998,Arson,10,C,30.39948932,-89.079682,14,MS,2.866666667,20,Jun
2004,Campfire,3,B,66.6938,-145.7196,9,AK,48.86666667,14,Sep
1994,Lightning,0.1,A,41.2,-109.334,1,WY,7,13,Sep
1992,Arson,35,C,30.69314919,-89.4581241,14,MS,2.416666667,11,Feb
1998,Children,1,B,41.64106,-87.06514,3,IN,0.433333333,14,Apr
1999,Miscellaneous,0.1,A,34.2,-117.1186111,13,CA,0.433333333,15,Aug
2013,Debris Burning,0.5,B,35.56133333,-80.39116667,8,NC,0.3,11,Nov
1993,Lightning,2.07,B,32.7499,-83.6899,8,GA,19.08333333,17,Jul
2009,Debris Burning,1.5,B,32.82417,-87.720875,14,AL,0.383333333,14,Feb
1992,Miscellaneous,20,C,33.1667,-111.634,1,AZ,15,3,May
2001,Miscellaneous,0.95,B,33.5382,-83.0352,8,GA,0,8,Jan
2002,Arson,2,B,38.9421495,-81.08098107,8,WV,0,18,Apr
2014,Campfire,4,B,33.60542738,-88.58090816,8,MS,1.833333333,14,Mar
2009,Miscellaneous,15,C,36.301133,-87.9811,8,TN,2.25,11,Mar
1992,Lightning,0.1,A,43.7665,-119.1677,1,OR,13,19,Jul
1994,Equipment Use,0.09,A,31.43,-83.7551,14,GA,0.9,13,Nov
1996,Debris Burning,0.5,B,45.7156737,-84.90423702,14,MI,1,14,Apr
1999,Lightning,0.1,A,40.66805556,-121.3347222,5,CA,1.5,7,Aug
1999,Debris Burning,0.3,B,39.44916204,-79.71552621,8,WV,0,16,Apr
2000,Lightning,16,C,39.5986,-109.316,1,UT,27.58333333,16,Jul
1995,Smoking,1,B,35.1697,-109.3237,2,AZ,0.566666667,22,Jul
2003,Equipment Use,0.1,A,32.80894147,-116.8845283,6,CA,0.25,16,Jul
2008,Smoking,0.3,B,40.71694444,-74.52138889,4,NJ,2,18,Jan
2015,Powerline,0.1,A,42.0975,-123.6111,8,OR,65.21666667,18,Jun
2007,Lightning,0.1,A,34.40388889,-118.0263889,5,CA,0.5,19,Aug
2001,Miscellaneous,4,B,41.10965288,-73.99265771,14,NY,0,13,May
2007,Miscellaneous,3,B,30.39868,-87.84846,14,AL,1.766666667,12,May
2015,Debris Burning,0.1,A,43.81509,-88.9025,8,WI,1.016666667,19,Mar
2009,Debris Burning,3,B,37.15851,-82.96036,14,KY,0,12,Mar
1993,Smoking,4,B,32.76566668,-90.37438183,14,MS,2,10,Nov
2011,Debris Burning,4,B,40.67295837,-96.91177368,14,NE,0.666666667,11,Dec
1993,Campfire,0.1,A,33.75666667,-117.58,5,CA,0.333333333,12,Jun
1992,Equipment Use,0.2,A,40.5313,-109.9215,2,UT,2.75,14,Jun
1997,Debris Burning,0.1,A,38.44961044,-81.48817982,8,WV,0,14,Dec
1992,Campfire,0.2,A,34.31666667,-111.9333333,5,AZ,38.91666667,17,Oct
1992,Children,0.1,A,48.8417,-99.7413,2,ND,0.416666667,17,May
1992,Children,1.04,B,33.2643,-84.2804,8,GA,0.966666667,16,Mar
2010,Lightning,1,B,62.6078,-154.1806,1,AK,375.8166667,19,May
2014,Miscellaneous,0.1,A,33.993387,-117.049456,14,CA,0.233333333,12,Oct
1993,Arson,0.5,B,33.1334,-110.084,2,AZ,0.5,17,May
2012,Equipment Use,0.3,B,35.71666667,-81.78333333,8,NC,0.916666667,16,Nov
2002,Miscellaneous,1,B,32.1276,-110.9926,2,AZ,1.233333333,13,Feb
2005,Arson,8,B,30.75674,-88.251057,14,AL,0.666666667,14,Feb
1997,Miscellaneous,1.53,B,32.5099,-83.6301,8,GA,0.833333333,11,Jan
2014,Debris Burning,3.4,B,32.45776667,-84.54058611,8,GA,0.633333333,17,Mar
2015,Lightning,14413,G,61.12056,-163.17111,4,AK,1207,10,Jun
1997,Lightning,0.01,A,32.4068,-82.9649,8,GA,47.58333333,20,Aug
2008,Campfire,0.1,A,46.50111111,-112.2716667,13,MT,0.633333333,13,Sep
1995,Equipment Use,0.2,A,33.3,-81.46666667,6,SC,0.333333333,13,Mar
1993,Miscellaneous,0.27,B,32.5267,-82.763,8,GA,9.5,2,Apr
1992,Arson,30,C,31.44362002,-90.2167382,14,MS,1.6,16,Mar
2015,Miscellaneous,1,B,39.943064,-121.729452,14,CA,0.45,20,Feb
1994,Arson,8,B,37.95544265,-81.43369069,8,WV,0,13,Nov
2007,Miscellaneous,0.1,A,37.2097,-108.2098,2,CO,0.733333333,10,Jun
1998,Debris Burning,0.1,A,43.0028,-102.5504,2,SD,1.25,9,Oct
2002,Arson,0.3,B,33.16388889,-79.81388889,5,SC,73.5,15,Aug
2006,Lightning,0.1,A,36.63305556,-107.285,5,NM,75.25,8,Aug
2012,Debris Burning,5.5,B,46.81102654,-94.35056036,8,MN,0.716666667,12,Mar
2014,Lightning,0.2,A,41.78046,-101.7362,14,NE,1.066666667,20,Aug
2001,Lightning,2.5,B,42.79583333,-121.6008333,5,OR,5.5,13,Jul
1995,Debris Burning,20,C,46.06479478,-87.10616996,14,MI,19.5,14,Apr
2008,Debris Burning,5,B,37.5008,-83.4797,14,KY,24,16,Apr
2006,Arson,5,B,30.917249,-88.149587,14,AL,2.166666667,18,Nov
2013,Debris Burning,0.1,A,43.585,-85.60833333,13,MI,0.933333333,15,May
2011,Missing/Undefined,0.1,A,31.5531,-110.1347,1,AZ,1.35,6,May
1996,Equipment Use,33.5,C,48.2811,-105.6328,2,MT,7.5,13,Jul
2003,Debris Burning,15.9,C,38.34138,-78.668,3,VA,4,14,Apr
2007,Debris Burning,1.25,B,42.86545766,-74.50628613,14,NY,0,11,Apr
1996,Debris Burning,24.23,C,32.7837,-82.3575,8,GA,1.75,12,Mar
2002,Miscellaneous,35,C,33.53305556,-80.4289,4,SC,22,20,Jul
2000,Debris Burning,0.2,A,31.6359,-84.1964,8,GA,0,14,Mar
1995,Missing/Undefined,0.3,B,35.68960201,-95.02970138,14,OK,0.5,18,Mar
1999,Lightning,0.1,A,35.18333333,-107.5833333,5,NM,21.5,18,Jul
1994,Miscellaneous,900,E,25.4997,-80.5831,7,FL,25.5,16,Apr
2011,Fireworks,0.1,A,43.0239,-102.5519,2,SD,0.166666667,15,Jul
2004,Debris Burning,0.1,A,43.3214,-101.029,2,SD,2,1,Jun
1998,Miscellaneous,2,B,33.0254,-105.5969,2,NM,5.833333333,13,May
1999,Debris Burning,3,B,31.99595941,-90.17781124,14,MS,1.883333333,14,Aug
2013,Lightning,0.08,A,39.866733,-121.7791,14,CA,0.05,8,Jun
1994,Arson,15,C,32.9721,-81.7259,8,GA,1.583333333,15,Jan
2011,Missing/Undefined,0.1,A,33.36393,-112.2531,2,AZ,0.816666667,23,Oct
2014,Railroad,0.1,A,35.4617,-113.55,1,AZ,0.2,18,Jun
2006,Arson,0.1,A,41.0776,-123.6851,2,CA,0.616666667,9,Jul
2007,Debris Burning,7,B,34.80636,-85.748916,14,AL,2.583333333,16,Aug
2007,Miscellaneous,0.1,A,41.09176356,-73.92591919,14,NY,0,23,Jul
2013,Arson,30,C,31.42861111,-93.05416667,5,LA,7.5,18,Jun
1996,Lightning,0.1,A,38.75666667,-120.17,5,CA,5.5,8,Aug
2008,Debris Burning,15,C,37.34455,-82.69449,14,KY,0,14,Oct
1993,Campfire,2.3,B,35.36166667,-111.6216667,5,AZ,11.1,8,Jun
2001,Debris Burning,2.13,B,31.259,-84.9957,8,GA,0,13,May
2013,Miscellaneous,1,B,37.397167,-121.139833,14,CA,0.233333333,13,Dec
2000,Debris Burning,3.43,B,32.4759,-84.522,8,GA,0,14,May
2013,Miscellaneous,0.7,B,36.33116667,-80.24933333,8,NC,0.4,14,Nov
2010,Arson,3,B,34.39683332,-94.54150003,12,OK,0,16,Apr
2014,Arson,0.01,A,45.38833,-122.40583,7,OR,0.25,13,Aug
2015,Miscellaneous,0.1,A,40.605,-73.9298,12,NY,0.35,17,May
1995,Miscellaneous,0.01,A,34.3268,-83.5987,8,GA,0.666666667,12,Dec
2014,Miscellaneous,0.01,A,38.769938,-122.659803,14,CA,0.716666667,15,Oct
2012,Arson,0.1,A,47.9775,-98.9075,2,ND,2,16,Apr
2012,Campfire,0.1,A,35.86138889,-106.6277778,5,NM,385,11,Aug
2014,Missing/Undefined,0.5,B,32.659111,-116.840139,8,CA,0.833333333,14,Nov
1992,Debris Burning,5.2,B,31.7207,-81.4126,8,GA,0.616666667,11,Mar
1995,Arson,0.2,A,45.2667,-67.6328,2,ME,0.833333333,18,Jul
1992,Miscellaneous,0.2,A,31.2238,-82.1775,8,GA,0.833333333,12,May
1995,Campfire,0.1,A,37.23333333,-82.46666667,5,VA,3,8,Dec
2004,Miscellaneous,0.1,A,40.64829,-73.83397,3,NY,0,13,Feb
1997,Debris Burning,9.9,B,34.2581,-83.1455,8,GA,1.683333333,14,Apr
1995,Arson,1,B,31.42818839,-90.47821744,14,MS,0.65,12,Apr
2012,Debris Burning,0.5,B,34.10666667,-110.9952778,5,AZ,1.816666667,14,Feb
1999,Debris Burning,1,B,30.89896092,-89.10959102,14,MS,0.8,17,Jan
1995,Lightning,1,B,44.24,-122.2533333,5,OR,22.5,16,Jul
2012,Debris Burning,10,C,34.145489,-79.365852,8,SC,1.483333333,12,Nov
2003,Smoking,0.1,A,43.09892889,-79.050887,14,NY,0,18,Jun
2006,Miscellaneous,3.5,B,43.33798026,-75.88077424,14,NY,0,16,Apr
1994,Equipment Use,0.2,A,47.04166667,-114.335,13,MT,2.333333333,21,Jul
2006,Powerline,0.1,A,42.93175403,-76.58580648,14,NY,0,14,May
1992,Arson,5,B,30.60889058,-89.40694552,14,MS,2,14,Nov
2006,Miscellaneous,0.75,B,42.73233989,-73.68824203,14,NY,0,17,May
2010,Debris Burning,85,C,36.3161,-94.8378,2,OK,3,15,Dec
1992,Arson,0.1,A,38.4334497,-82.33171634,8,WV,0,17,Oct
1998,Children,0.1,A,33.8134,-109.9723,2,AZ,120.2166667,21,Oct
1996,Arson,0.08,A,32.5097,-82.9656,8,GA,0.35,11,Mar
2009,Arson,0.9,B,43.2722,-116.1303,1,ID,0.416666667,14,Jul
2000,Lightning,7,B,45.61833333,-101.9291667,5,SD,0.233333333,10,Sep
1999,Lightning,0.4,B,34.70166667,-111.1716667,5,AZ,1.75,13,Jul
2012,Fireworks,13,C,45.7589,-97.0822,9,SD,0.583333333,7,Jul
2005,Lightning,0.1,A,35.02861111,-111.6955556,5,AZ,2.5,11,Jun
1996,Missing/Undefined,20,C,36.38610052,-94.81919872,14,OK,2.833333333,11,Apr
1992,Campfire,0.1,A,43.68305556,-122.4330556,5,OR,1.25,8,Jun
2013,Debris Burning,1.2,B,39.480783,-121.484483,14,CA,1.783333333,14,Apr
2000,Lightning,0.1,A,42.6121,-112.5664,9,ID,1.833333333,18,Aug
2014,Arson,0.1,A,40.7059,-73.8935,14,NY,2424.533333,18,Jan
2001,Miscellaneous,0.41,B,32.7496,-82.7031,8,GA,0,10,Mar
2008,Miscellaneous,1.5,B,40.73615202,-73.51039898,14,NY,0,17,Jul
2007,Lightning,0.1,A,40.06083333,-120.8377778,5,CA,21.53333333,15,Oct
1992,Smoking,1,B,34.84686955,-89.98227282,14,MS,1.25,13,May
1996,Arson,22,C,34.47166667,-119.235,13,CA,1.05,17,Apr
1996,Campfire,0.1,A,42.4383,-111.8505,1,ID,4.25,18,Sep
2008,Campfire,0.1,A,38.3728,-108.0331,1,CO,0.116666667,10,Oct
1992,Lightning,0.1,A,42.92333333,-122.9133333,5,OR,6.5,13,Jul
1994,Debris Burning,0.5,B,44.64941781,-84.57839457,14,MI,0.666666667,12,Apr
2012,Miscellaneous,5,B,39.6029225,-74.3473835,15,NJ,66.8,17,Apr
1997,Arson,5,B,36.01833333,-92.41,14,AR,5,18,Feb
2006,Arson,0.1,A,40.98210236,-73.76825886,14,NY,0,23,Oct
1993,Miscellaneous,10,C,38.67333333,-104.8516667,5,CO,19.91666667,17,Jul
2007,Miscellaneous,1,B,41.64440934,-74.00817432,14,NY,0,15,Apr
2007,Arson,1,B,44.833,-121.228,2,OR,3.7,15,Aug
2012,Lightning,0.1,A,39.76847,-112.84142,1,UT,4.75,11,Aug
1992,Equipment Use,0.1,A,43.30279372,-89.52902789,14,WI,0.116666667,12,Mar
2008,Arson,500,E,42.5406,-113.4897,7,ID,31.13333333,10,Sep
1995,Lightning,0.1,A,37.6,-109.584,7,UT,1.633333333,14,Aug
2014,Lightning,0.1,A,41.4444,-114.1331,8,NV,2.716666667,12,Jul
2000,Lightning,0.1,A,46.63333333,-110.1916667,5,MT,4.75,16,Jul
1994,Lightning,0.1,A,46.77333333,-114.4083333,5,MT,12.5,8,Jul
1996,Campfire,0.1,A,31.875,-92.83666667,5,LA,1.5,10,Apr
1998,Equipment Use,0.1,A,43.0255,-102.5635,2,SD,0.166666667,22,Jun
1996,Campfire,0.1,A,38.99333333,-105,5,CO,0.166666667,17,May
1994,Debris Burning,0.5,B,47.8833,-95.0336,2,MN,0.133333333,15,Apr
2012,Lightning,0.1,A,39.2661,-114.7253,1,NV,1.783333333,15,Jul
2011,Miscellaneous,2,B,29.7641,-82.2857,8,FL,0.183333333,15,May
2008,Powerline,1.13,B,41.06652697,-73.72018103,14,NY,0,7,May
2013,Structure,0.1,A,39.8194,-123.28,9,CA,0.65,0,Apr
2015,Equipment Use,0.1,A,33.33689,-110.44969,2,AZ,0.983333333,9,Jun
2004,Lightning,51,C,38.62047,-113.20853,1,UT,89.55,17,Jun
2012,Equipment Use,5,B,34.95423333,-79.89211667,8,NC,1.116666667,14,Apr
2000,Lightning,3,B,33.23361111,-107.7841667,5,NM,46.66666667,12,Jun
1992,Debris Burning,0.01,A,31.5844,-84.2163,14,GA,1.166666667,20,Jul
2005,Arson,17,C,33.04666667,-79.70138889,5,SC,23.66666667,16,Feb
2008,Children,0.1,A,48.1122,-105.1781,2,MT,0.433333333,21,Mar
2009,Arson,0.1,A,35.27444444,-111.8694444,5,AZ,2.533333333,9,Aug
1992,Campfire,0.4,B,37.38333333,-118.975,5,CA,15.83333333,15,Aug
2000,Equipment Use,3,B,41.22361111,-123.7116667,5,CA,6.666666667,14,Jul
2014,Campfire,0.1,A,34.26972222,-118.1580556,5,CA,5.466666667,23,Aug
1996,Arson,7,B,33.93828305,-89.42219121,14,MS,2.75,13,Apr
1997,Debris Burning,10,C,43.0089,-102.5635,2,SD,1.5,13,Mar
2009,Lightning,0.1,A,37.25916667,-113.5841667,5,UT,3.116666667,7,Jul
2007,Lightning,0.1,A,43.20404783,-77.55918631,14,NY,0,8,Sep
2012,Lightning,600,E,33.3275,-111.0697222,5,AZ,165.5833333,20,Aug
2005,Arson,0.2,A,33.714717,-86.612957,14,AL,1.9,13,Nov
1995,Lightning,2.3,B,35.95,-109.334,2,AZ,5.616666667,16,Jul
2012,Miscellaneous,0.01,A,47.809,-117.3392,8,WA,141.5166667,13,Oct
2008,Lightning,1370,F,40.2225,-123.2222222,5,CA,333.7166667,17,Jun
2013,Debris Burning,2,B,44.40671,-108.0465,8,WY,1,17,Apr
2006,Lightning,13.5,C,36.1275,-115.6697222,5,NV,56,11,Jul
2012,Debris Burning,0.6,B,32.73739349,-83.28570401,8,GA,1.25,15,Jan
2004,Miscellaneous,2,B,31.107429,-88.219036,14,AL,0.45,14,Dec
1997,Arson,0.8,B,34.7215,-84.9892,14,GA,0.816666667,14,Mar
1995,Arson,90,C,34.81,-89.26,5,MS,20.25,16,Mar
2014,Miscellaneous,0.1,A,36.6635,-119.7243,14,CA,0.166666667,15,Apr
2001,Debris Burning,0.12,A,32.9726,-83.2339,8,GA,0,16,Oct
2005,Arson,12,C,36.89666667,-92.935,5,MO,2.15,13,Mar
1995,Campfire,1.33,B,32.5613,-83.6299,8,GA,0.766666667,14,Apr
2009,Campfire,1.3,B,48.0847,-105.6336,2,MT,5.266666667,13,Apr
1993,Campfire,0.3,B,46.33333333,-113.6416667,5,MT,1.166666667,18,Jul
2011,Arson,0.4,B,47.8683,-95.0514,2,MN,0.25,19,Apr
2001,Lightning,20,C,41.7675,-120.8225,5,CA,23.46666667,20,Aug
2014,Miscellaneous,5,B,41.90796788,-88.40004087,8,IL,4.466666667,16,May
2011,Lightning,0.1,A,37.1942,-111.9803,1,UT,13.83333333,19,Jun
1994,Debris Burning,0.3,B,34.60666667,-111.8783333,13,AZ,1.25,15,Apr
1993,Miscellaneous,0.2,A,37.39166667,-119.63,5,CA,1.333333333,9,Aug
2008,Miscellaneous,2.13,B,42.35370414,-76.32013951,14,NY,0,15,Apr
2000,Lightning,0.1,A,40.3538,-112.61259,5,UT,7.5,20,Jun
2013,Miscellaneous,15,C,27.7334,-81.7564,14,FL,1.55,14,Feb
1993,Arson,3.02,B,32.8013,-83.6897,8,GA,3.5,17,Jul
2007,Children,0.1,A,43.1817,-102.7303,2,SD,0.5,19,Aug
2012,Miscellaneous,4.5,B,43.29933,-101.06525,9,SD,2.383333333,14,Feb
1994,Arson,3,B,34.0334,-94.9502,8,OK,4.783333333,12,Mar
2007,Lightning,0.01,A,47.01,-112.7438889,5,MT,2.433333333,19,Aug
2012,Miscellaneous,0.1,A,39.03166667,-105.0144444,5,CO,19.75,16,Oct
2002,Miscellaneous,2.5,B,40.83882033,-72.81590741,14,NY,0,13,Apr
2009,Lightning,0.1,A,39.41194444,-116.3830556,13,NV,3.216666667,19,Jul
2006,Lightning,2.2,B,42.1195192,-76.27966916,14,NY,0,12,Apr
1994,Arson,0.14,A,33.8301,-84.8987,8,GA,0.8,16,Mar
2008,Lightning,0.1,A,43.5953,-103.49152,3,SD,3.75,13,Jul
1994,Smoking,1.5,B,42.9833,-108.8673,2,WY,1,14,Mar
1999,Campfire,0.1,A,40.36833333,-123.3027778,5,CA,0.25,8,Aug
1994,Arson,2,B,34.354324,-85.625044,3,AL,1.766666667,16,Mar
2009,Lightning,0.8,B,47.1,-114.0321,2,MT,20.5,18,Jun
2015,Smoking,0.25,A,40.1357,-74.0878,7,NJ,96.91666667,12,Oct
2007,Arson,8,B,33.689628,-85.353327,14,AL,1.466666667,9,Jun
1993,Lightning,0.2,A,43.975,-122.57,5,OR,2.25,16,Sep
2009,Lightning,0.2,A,36.902,-107.0725,2,NM,7.016666667,12,Jul
2015,Debris Burning,2,B,32.17945,-94.84303333,8,TX,0.716666667,14,Jul
2006,Arson,0.1,A,45.00892199,-73.4418815,14,NY,0,7,Mar
2000,Debris Burning,0.05,A,31.4471,-83.4945,8,GA,0,13,Feb
2003,Lightning,0.1,A,39.0391,-114.6483,1,NV,3.883333333,14,Jul
1992,Arson,1.5,B,43.3181,-100.8754,2,SD,1.75,13,Mar
2006,Arson,0.75,B,41.71672742,-74.4249937,14,NY,0,10,Mar
1992,Arson,3,B,31.78536747,-89.73623055,14,MS,0.833333333,13,Jan
2014,Debris Burning,4,B,35.96023,-95.20355,8,OK,1.766666667,16,Mar
2015,Debris Burning,80,C,33.95456265,-90.04992395,8,MS,5.316666667,13,Feb
2012,Arson,0.1,A,33.9425,-109.934997,2,AZ,0.516666667,14,Mar
2004,Arson,0.2,A,37.45009721,-81.30261516,8,WV,0,17,Nov
1998,Debris Burning,1,B,33.40096246,-88.92117507,14,MS,0.666666667,15,Apr
2008,Lightning,1.49,B,43.0469887,-76.23874116,14,NY,0,16,Apr
2002,Arson,0.06,A,34.1383,-83.8066,14,GA,0,22,Jan
1996,Arson,104,D,30.58284084,-89.34871022,14,MS,3.883333333,13,Feb
1995,Lightning,2,B,44.86,-118.6266667,5,OR,315.4166667,14,Sep
2003,Lightning,0.1,A,46.86861111,-113.8791667,5,MT,720.75,16,Jul
2014,Equipment Use,0.1,A,27.6001,-81.9113,8,FL,1.266666667,14,Jan
2001,Lightning,0.4,B,44.83416667,-116.535,6,ID,2.466666667,9,Sep
2007,Debris Burning,2,B,33.276998,-86.648718,14,AL,2.083333333,16,Mar
2014,Debris Burning,5,B,31.26373184,-90.16027735,8,MS,0.45,16,Nov
1994,Lightning,0.1,A,43.6175,-121.9980556,5,OR,24.96666667,17,Jul
2004,Arson,1,B,47.9756,-98.9885,2,ND,0.25,17,May
2008,Miscellaneous,2.01,B,42.06100699,-78.64731704,14,NY,0,17,Apr
2015,Equipment Use,1,B,46.3697,-116.6739,8,ID,2.45,13,Sep
1996,Miscellaneous,125,D,25.693499,-80.499777,3,FL,7.383333333,10,Apr
1995,Children,2.5,B,33.4016,-84.9564,8,GA,1.966666667,13,Feb
1996,Debris Burning,0.18,A,31.4124,-82.1971,8,GA,0.75,15,Mar
1995,Debris Burning,0.93,B,32.3036,-81.8921,8,GA,2.416666667,20,Apr
2011,Debris Burning,0.78,B,32.44744148,-83.37715329,8,GA,0.566666667,14,Jan
1993,Railroad,220,D,34.18572827,-113.0234813,14,AZ,34.23333333,13,Jun
1992,Miscellaneous,0.1,A,34.96666667,-111.5166667,5,AZ,1.5,13,Aug
2008,Arson,0.1,A,35.9875,-115.2419,1,NV,2.366666667,16,Mar
2008,Arson,0.2,A,39.81166667,-104.8866667,4,CO,12.5,22,Jul
1996,Arson,27.47,C,33.1609,-82.6233,8,GA,1.166666667,15,Apr
2012,Miscellaneous,1,B,41.447,-74.008,14,NY,0.4,16,Apr
2014,Debris Burning,0.1,A,27.5287,-81.8594,8,FL,0.65,15,Jan
1997,Lightning,0.1,A,36.59333333,-112.315,5,AZ,1.733333333,15,May
2015,Equipment Use,6.1,B,34.585,-118.3158333,7,CA,3.083333333,17,Aug
2009,Campfire,1.9,B,36.64166667,-112.2788889,5,AZ,5.816666667,8,Sep
2003,Debris Burning,2,B,47.8694,-95.0639,2,MN,0.5,17,Mar
2008,Lightning,0.3,B,43.0703,-122.204697,3,OR,4,9,Aug
2010,Miscellaneous,1,B,33.8030556,-111.273333,5,AZ,3.233333333,15,Jun
2015,Smoking,2.8,B,43.1617,-77.6083,8,NY,0.316666667,13,Apr
2005,Miscellaneous,0.1,A,40.78335724,-72.99772448,14,NY,0,22,Aug
2015,Children,0.1,A,35.75405,-80.928,8,NC,0.416666667,16,Apr
2012,Miscellaneous,2.28,B,42.465,-76.775,14,NY,1.5,5,Apr
1996,Lightning,0.1,A,42.0857,-121.0278,1,OR,16.9,6,Aug
2015,Lightning,127,D,44.92944444,-119.6711111,5,OR,121.8666667,16,Jun
2011,Fireworks,9,B,42.77585,-115.71923,1,ID,12.91666667,4,Aug
1997,Children,3.82,B,31.9443,-83.794,8,GA,2.25,12,Oct
1994,Lightning,0.2,A,34.06666667,-112,5,AZ,14,20,Jul
2000,Equipment Use,0.1,A,38.678281,-120.957011,8,CA,0.133333333,19,Apr
1997,Children,0.1,A,33.2612,-105.7228,2,NM,1.083333333,14,Nov
2002,Debris Burning,0.1,A,26.25072,-80.95986,3,FL,1.5,16,May
2004,Lightning,0.1,A,36.7211,-113.5288,1,AZ,73.15,16,Jul
1999,Campfire,1,B,45.18666667,-114.8933333,5,ID,67.75,15,Oct
2011,Lightning,10,C,30.8713,-86.9712,8,FL,2.966666667,21,Jun
2002,Lightning,0.2,A,48.08361111,-120.2602778,5,WA,36.33333333,17,Jul
2010,Arson,0.2,A,48.1136,-105.1881,9,MT,0.933333333,13,Aug
2014,Debris Burning,0.5,B,38.272,-76.069,8,MD,1.1,16,Mar
2008,Arson,1.39,B,34.58277778,-89.23055556,5,MS,3.5,17,Mar
1995,Arson,0.5,B,33.25,-79.58333333,5,SC,3.5,13,Dec
1996,Children,3.4,B,43.44689876,-86.14831771,14,MI,18.5,19,Apr
1993,Debris Burning,2,B,34.3668,-94.8836,8,OK,1.383333333,15,Apr
2002,Miscellaneous,0.1,A,39.76055556,-121.9661111,6,CA,0.25,18,Jul
2013,Miscellaneous,45,C,47.325,-120.2475,8,WA,1291.65,17,Aug
1998,Lightning,0.1,A,46.69333333,-114.4583333,13,MT,8.05,10,Aug
2001,Arson,1.5,B,47.9997,-98.8796,2,ND,0.25,13,Apr
2004,Debris Burning,0.1,A,35.6628,-109.0231,2,NM,2.316666667,20,May
2007,Miscellaneous,0.5,B,44.25746124,-73.78185122,14,NY,0,15,Sep
2000,Equipment Use,0.1,A,32.82,-116.5733333,5,CA,0.333333333,16,Aug
1995,Lightning,0.1,A,42.8732,-118.9427,1,OR,15.78333333,16,Sep
2000,Lightning,0.1,A,33.62166667,-109.45,5,AZ,47.06666667,12,Sep
1993,Debris Burning,0.36,B,33.7608,-82.3381,8,GA,1,11,Jan
2001,Arson,0.15,A,33.1436,-81.8882,7,GA,0,13,Aug
1996,Debris Burning,1,B,42.995,-108.8682,2,WY,1,15,Apr
2002,Lightning,0.1,A,36.4039,-113.1377,1,AZ,71.11666667,18,Jul
2003,Lightning,0.1,A,44.23633,-110.14783,3,WY,8.083333333,9,Aug
2015,Equipment Use,0.1,A,35.294116,-76.912233,8,NC,0.316666667,16,Mar
2007,Campfire,0.1,A,41.72641,-124.15268,3,CA,2.166666667,2,Jul
2001,Miscellaneous,0.53,B,32.8353,-82.7848,14,GA,0,14,Jul
1996,Lightning,0.1,A,33.33833333,-108.3366667,5,NM,302.9166667,18,Jul
2008,Lightning,0.1,A,44.01592,-120.09728,1,OR,3.483333333,8,Apr
1992,Railroad,0.44,B,32.7669,-83.4865,8,GA,24.9,9,May
2000,Debris Burning,1.12,B,31.2929,-83.7755,8,GA,0,15,Aug
1994,Equipment Use,0.1,A,34.48666667,-111.9566667,5,AZ,2,15,May
2015,Miscellaneous,9.5,B,37.85358,-81.08325,3,WV,95.88333333,12,Dec
2008,Children,0.1,A,33.34681,-110.45625,2,AZ,0.4,1,Jun
2011,Miscellaneous,0.1,A,40.5533,-74.1236,3,NY,0.416666667,17,Mar
2006,Miscellaneous,0.5,B,33.576412,-87.100907,14,AL,2.316666667,15,Aug
