objectid,fod_id,fpa_id,source_system_type,source_system,nwcg_reporting_agency,nwcg_reporting_unit_id,nwcg_reporting_unit_name,source_reporting_unit,source_reporting_unit_name,local_fire_report_id,local_incident_id,fire_code,fire_name,ics_209_incident_number,ics_209_name,mtbs_id,mtbs_fire_name,complex_name,fire_year,discovery_date,discovery_doy,discovery_time,stat_cause_descr,cont_date,cont_doy,cont_time,fire_size,fire_size_class,latitude,longitude,owner_code,owner_descr,state,county,fips_code,fips_name,year,month,doy,fire_size_log
1760112,300103004,SFO-2014GAGAS-FY2015-Elbert-004,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission,NA,FY2015-Elbert-004,NA,FY2015-ELBERT-004,NA,NA,NA,NA,NA,2014,8696-12-10,308,1413,Debris Burning,2456965.5,308,1439,0.33,B,34.09379722,-82.89426111,8,PRIVATE,GA,Elbert              ,105,Elbert,8696,Dec,345,0.2851789422336624
1009422,1138798,TFS_NC_187717,NONFED,ST-NCNCS,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS205,NCS Region 2 District 5,NA,94-040,NA,NA,NA,NA,NA,NA,NA,1994,8676-04-05,59,NA,Debris Burning,NA,NA,NA,10,C,35.5083,-77.8183,14,MISSING/NOT SPECIFIED,NC,NA,NA,NA,8676,Apr,96,2.3978952727983707
679217,742302,SFO-WV0409-0337,NONFED,ST-NASF,ST/C&L,USWVWVS,West Virginia Division of Forestry,WVWVS,West Virginia Division of Forestry,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,8690-05-19,103,NA,Debris Burning,NA,NA,NA,1,B,37.58474904,-81.10282679,14,MISSING/NOT SPECIFIED,WV,Mercer,055,Mercer,8690,May,139,0.6931471805599453
1677576,201841814,SFO-2013NCNCSTNCST-077-20130043,NONFED,ST-NASF,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCST,North Carolina Division of Forest Resources,NA,NCST-077-20130043,NA,SMOKED GARDEN,NA,NA,NA,NA,NA,2013,8695-04-13,66,1703,Debris Burning,2456358.5,66,1737,1,B,34.9049,-79.74375,8,PRIVATE,NC,Richmond,153,Richmond,8695,Apr,103,0.6931471805599453
1830772,300251317,SFO-2015TXPRI586659,NONFED,ST-NASF,ST/C&L,USTXTXS,Texas A & M Forest Service,TXPRI,Texas Forest Service,NA,586659,NA,GRASS FIRE,NA,NA,NA,NA,NA,2015,8697-08-02,178,NA,Debris Burning,NA,NA,NA,30,C,33.4879907,-96.2753149,14,MISSING/NOT SPECIFIED,TX,Fannin,147,Fannin,8697,Aug,214,3.4339872044851463
1391633,19087482,SFO-GA-LON-27-10/2/1993-1051,NONFED,ST-GAGAS,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission,NA,27,NA,NA,NA,NA,NA,NA,NA,1993,8675-11-08,275,1051,Debris Burning,2449262.5,275,1215,1.47,B,31.858,-81.8943,8,PRIVATE,GA,Long                ,183,Long,8675,Nov,312,0.9042181506398859
701870,779702,MSARCH_24275,NONFED,ST-MSMSS,ST/C&L,USMSMSS,Mississippi Forestry Commission,MSMSS,Mississippi Forestry Commission,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,8676-04-12,66,1218,Debris Burning,2449418.5,66,1334,11,C,31.35923915,-90.15732829,14,MISSING/NOT SPECIFIED,MS,Lawrence,077,Lawrence,8676,Apr,103,2.4849066497880004
457607,491922,SFO-GA0403-43-065-0023-03,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GA Waycross,"GAS Satilla District, Waycross Office",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,8690-04-15,69,NA,Debris Burning,NA,NA,NA,3.55,B,31.04846512,-82.76215199,14,MISSING/NOT SPECIFIED,GA,Clinch,065,Clinch,8690,Apr,105,1.5151272329628591
1170800,1421893,MSARCH_41798,NONFED,ST-MSMSS,ST/C&L,USMSMSS,Mississippi Forestry Commission,MSMSS,Mississippi Forestry Commission,NA,51,NA,NA,NA,NA,NA,NA,NA,1999,8681-06-25,140,1145,Debris Burning,2451318.5,140,1302,3,B,31.52024759,-89.1570196,14,MISSING/NOT SPECIFIED,MS,Jones,067,Jones,8681,Jun,176,1.3862943611198906
1598860,201617688,SFO-WI-2012-44020082012,NONFED,ST-NASF,ST/C&L,USWIWIS,Wisconsin Department of Natural Resources,WIDNR,Wisconsin Department of Natural Resources,NA,44020082012,NA,SCHWITTAY LN,NA,NA,NA,NA,NA,2012,8694-04-24,78,1501,Debris Burning,2456004.5,78,1603,5.4,B,45.40692,-88.07105,8,PRIVATE,WI,Marinette,075,Marinette,8694,Apr,114,1.8562979903656263
1013176,1142635,TFS_NC_191568,NONFED,ST-NCNCS,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS104,NCS Region 1 District 4,NA,95-067,NA,NA,NA,NA,NA,NA,NA,1995,8677-12-22,320,NA,Debris Burning,NA,NA,NA,5,B,34.8283,-77.5817,14,MISSING/NOT SPECIFIED,NC,NA,NA,NA,8677,Dec,356,1.791759469228055
1830506,300250854,SFO-2015TXLFDX572554,NONFED,ST-NASF,ST/C&L,USTXTXS,Texas A & M Forest Service,TXLFDX,Local Fire Department,NA,572554,NA,117 N WARREN ST,NA,NA,NA,NA,NA,2015,8697-05-17,101,NA,Debris Burning,NA,NA,NA,0.1,A,33.040932,-96.374186,8,PRIVATE,TX,Collin,085,Collin,8697,May,137,0.09531017980432487
203821,206556,W-413501,FED,DOI-WFMI,BIA,USAZPMA,Pima Agency,AZPMA,Pima Agency,594,NA,NA,TAMARACK,NA,NA,NA,NA,NA,1993,8675-07-13,157,2125,Debris Burning,2449144.5,157,2223,2,B,33.2834,-112.1693,2,BIA,AZ,NA,NA,NA,8675,Jul,194,1.0986122886681098
416203,450133,SFO-GA00060503-32-081-0022-02,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GA Americus,"GAS Flint District, Americus Office",NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,8685-03-23,46,NA,Debris Burning,NA,NA,NA,0.73,B,31.90803698,-83.78629473,14,MISSING/NOT SPECIFIED,GA,Crisp,081,Crisp,8685,Mar,82,0.5481214085096876
1049926,1179904,TFS_NC_228968,NONFED,ST-NCNCS,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS206,NCS Region 2 District 6,NA,02-078,NA,HENRY BERRY RD.,NA,NA,NA,NA,NA,2002,8684-04-02,56,NA,Debris Burning,NA,NA,NA,2,B,34.6333,-79.2,14,MISSING/NOT SPECIFIED,NC,NA,NA,NA,8684,Apr,93,1.0986122886681098
1027656,1157288,TFS_NC_206289,NONFED,ST-NCNCS,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS203,NCS Region 2 District 3,NA,98-077,NA,MOTON FIRE,NA,NA,NA,NA,NA,1998,8680-07-08,153,NA,Debris Burning,NA,NA,NA,0.1,A,35.0583,-79.755,14,MISSING/NOT SPECIFIED,NC,NA,NA,NA,8680,Jul,190,0.09531017980432487
1403345,19099320,SFO-GA-TRE-38-1/10/1994-1545,NONFED,ST-GAGAS,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission,NA,38,NA,NA,NA,NA,NA,NA,NA,1994,8676-02-16,10,1545,Debris Burning,2449362.5,10,1610,0.44,B,32.3896,-82.5396,8,PRIVATE,GA,Treutlen            ,283,Treutlen,8676,Feb,47,0.36464311358790924
377631,398231,SFO-AK01120303-00100,NONFED,ST-NASF,ST/C&L,USAKFAS,Fairbanks Area Forestry,AKFAS,Fairbanks Area Forestry,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,8685-06-07,122,NA,Debris Burning,NA,NA,NA,30,C,64.63332997,-147.13329999,14,MISSING/NOT SPECIFIED,AK,NA,NA,NA,8685,Jun,158,3.4339872044851463
104508,105618,FS-330585,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,4,NA,7100,REESE,NA,NA,NA,NA,NA,1998,8680-07-31,176,1200,Debris Burning,2450989.5,176,1345,3.5,B,41.325,-123.53166667,5,USFS,CA,NA,NA,NA,8680,Jul,213,1.5040773967762742
1450935,19997554,SFO-GA-CAM-74-5/9/1998-953,NONFED,ST-GAGAS,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission,NA,74,NA,NA,NA,NA,NA,NA,NA,1998,8680-06-14,129,0953,Debris Burning,2450942.5,129,1015,0.03,A,30.8809,-81.8397,8,PRIVATE,GA,Camden              ,039,Camden,8680,Jun,166,0.0295588022415444
1002795,1132085,TFS_NC_180973,NONFED,ST-NCNCS,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS104,NCS Region 1 District 4,NA,93-025,NA,NA,NA,NA,NA,NA,NA,1993,8675-06-16,130,NA,Debris Burning,NA,NA,NA,1,B,34.8817,-76.775,14,MISSING/NOT SPECIFIED,NC,NA,NA,NA,8675,Jun,167,0.6931471805599453
1830013,300250071,SFO-2015TXPRI589045,NONFED,ST-NASF,ST/C&L,USTXTXS,Texas A & M Forest Service,TXPRI,Texas Forest Service,NA,589045,NA,MURPHY,NA,NA,NA,NA,NA,2015,8697-12-19,317,NA,Debris Burning,NA,NA,NA,3,B,33.4970086,-94.6597977,14,MISSING/NOT SPECIFIED,TX,Bowie,037,Bowie,8697,Dec,353,1.3862943611198906
1277452,1726515,SFO-PA-20(02)1-001,NONFED,ST-NASF,ST/C&L,USPAPAS,Pennsylvania Division of Forest Fire Protection,PADCNR,Pennsylvania Department of Conservation and Natural Resources,NA,20(02)1-001,NA,NA,NA,NA,NA,NA,NA,2002,8684-02-11,5,1125,Debris Burning,2452279.5,5,1125,1,B,41.10277778,-76.3675,14,MISSING/NOT SPECIFIED,PA,COLUMBIA,037,Columbia,8684,Feb,42,0.6931471805599453
294892,300453,W-335006,FED,DOI-WFMI,BIA,USNMSPA,Southern Pueblos Agency,NMSPA,Southern Pueblos Agency,45,NA,NA,ACOMITA,NA,NA,NA,NA,NA,2002,8684-05-27,111,1420,Debris Burning,2452385.5,111,1445,0.1,A,35.0528,-107.5681,2,BIA,NM,NA,NA,NA,8684,May,148,0.09531017980432487
1478122,201146149,2011NENFS13954,NONFED,ST-NASF,ST/C&L,USNENES,Nebraska Department of Forestry,NENFS,Nebraska Forest Service,NA,13954,NA,NA,NA,NA,NA,NA,NA,2011,8693-05-08,92,1730,Debris Burning,2455653.5,92,2000,5,B,40.18831635,-97.39208221,14,MISSING/NOT SPECIFIED,NE,NA,NA,NA,8693,May,128,1.791759469228055
1011522,1140915,TFS_NC_189839,NONFED,ST-NCNCS,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS302,NCS Region 3 District 2,NA,94-002,NA,NA,NA,NA,NA,NA,NA,1994,8677-01-26,355,NA,Debris Burning,NA,NA,NA,1,B,35.8883,-81.0983,14,MISSING/NOT SPECIFIED,NC,NA,NA,NA,8677,Jan,26,0.6931471805599453
872224,994680,SWRA_GA_50544,NONFED,ST-GAGAS,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS30,GAS Unit 30,NA,1.6654,NA,NA,NA,NA,NA,NA,NA,1998,8680-11-17,285,NA,Debris Burning,NA,NA,NA,1.9,B,32.8864,-81.6653,14,MISSING/NOT SPECIFIED,GA,NA,NA,NA,8680,Nov,322,1.0647107369924282
454654,488956,SFO-GA0403-36-315-0015-09,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GA McRae,"GAS Ogeechee District, McRae Office",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,8690-10-30,267,NA,Debris Burning,NA,NA,NA,0.33,B,32.08281061,-83.48014386,14,MISSING/NOT SPECIFIED,GA,Wilcox,315,Wilcox,8690,Oct,303,0.2851789422336624
1365161,15032811,ALS-BAY-20100320-002,NONFED,ST-ALALS,ST/C&L,USALALS,Alabama Forestry Commission,ALBAY,AFC Bay Minette,002,BAY-20080320-002,NA,NA,NA,NA,NA,NA,NA,2010,8692-04-11,65,NA,Debris Burning,NA,NA,NA,12,C,34.068359,-87.680028,14,MISSING/NOT SPECIFIED,AL,NA,NA,NA,8692,Apr,102,2.5649493574615367
1689531,201853970,SFO-2013KYKYS4520139002,NONFED,ST-NASF,ST/C&L,USKYKYS,Kentucky Division of Forestry,KYKYS,Kentucky Division of Forestry,NA,4520139002,NA,GROVE RIDGE,NA,NA,NA,NA,NA,2013,8695-04-03,56,1600,Debris Burning,2456348.5,56,2300,45,C,37.33964157,-84.81047058,8,PRIVATE,KY,Casey,045,Casey,8695,Apr,93,3.828641396489095
646008,698239,SFO-TX0482-137246,NONFED,ST-NASF,ST/C&L,USTXTXS,Texas A & M Forest Service,TXTXS,Texas Forest Service,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,8690-06-02,117,NA,Debris Burning,NA,NA,NA,1,B,32.18429,-99.73326,14,MISSING/NOT SPECIFIED,TX,Taylor,441,Taylor,8690,Jun,153,0.6931471805599453
461666,496003,SFO-GA0456-43-039-0019-02,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GA Waycross,"GAS Satilla District, Waycross Office",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,8691-04-01,54,NA,Debris Burning,NA,NA,NA,1,B,30.8276072,-81.70454763,14,MISSING/NOT SPECIFIED,GA,Camden,039,Camden,8691,Apr,91,0.6931471805599453
1750240,300091317,SFO-2014TNTNS14-C0061,NONFED,ST-NASF,ST/C&L,USTNTNS,Tennessee Division of Forestry,TNTNS,Tennessee Division of Forestry,NA,14-C0061,NA,JON PRICE,NA,NA,NA,NA,NA,2014,8696-03-25,48,1345,Debris Burning,2456705.5,48,1410,1,B,36.064733,-85.516817,8,PRIVATE,TN,WHITE,185,White,8696,Mar,85,0.6931471805599453
912270,1039412,SWRA_SC_53041,NONFED,ST-SCSCS,ST/C&L,USSCSCS,South Carolina Forestry Commission,SCSCS3,SCS Unit 3,NA,A667,NA,NA,NA,NA,NA,NA,NA,1999,8681-05-22,106,NA,Debris Burning,NA,NA,NA,1,B,33.6667,-80.2,14,MISSING/NOT SPECIFIED,SC,NA,NA,NA,8681,May,142,0.6931471805599453
1499684,201175725,2011FLFLS2011021136,NONFED,ST-NASF,ST/C&L,USFLFLS,Florida Forest Service,FLFLS,Florida Forest Service,NA,2011021136,NA,LAKE MCKINZIE  ( 07 ),NA,NA,NA,NA,NA,2011,8693-12-22,320,1120,Debris Burning,2455881.5,320,1257,0.3,B,30.5032,-85.3077,8,PRIVATE,FL,Calhoun,013,Calhoun,8693,Dec,356,0.26236426446749106
667969,730431,SFO-WA02330707-51715,NONFED,ST-NASF,ST/C&L,USWAWAS,Washington State Headquarters,WAWAS,Washington State Headquarters,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,8689-08-13,189,NA,Debris Burning,NA,NA,NA,0.01,A,48.22289,-117.0979,14,MISSING/NOT SPECIFIED,WA,Pend Oreille,051,Pend Oreille,8689,Aug,225,0.009950330853168083
1043126,1172972,TFS_NC_222022,NONFED,ST-NCNCS,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS206,NCS Region 2 District 6,NA,01-047,NA,T.JONES,NA,NA,NA,NA,NA,2001,8683-12-08,305,NA,Debris Burning,NA,NA,NA,2,B,34.95,-79.1667,14,MISSING/NOT SPECIFIED,NC,NA,NA,NA,8683,Dec,342,1.0986122886681098
984188,1113007,TFS_FL_69705,NONFED,ST-FLFLS,ST/C&L,USFLFLS,Florida Forest Service,FLFLS2,FLS Chipola Forestry Center,NA,0425,NA,NA,NA,NA,NA,NA,NA,2000,8682-07-15,160,NA,Debris Burning,NA,NA,NA,2,B,30.99,-86.28,14,MISSING/NOT SPECIFIED,FL,Walton,131,Walton,8682,Jul,196,1.0986122886681098
1541907,201398174,TFS-TXFD2010-248140,NONFED,ST-TXTXS,ST/C&L,USTXTXS,Texas A & M Forest Service,TXVFD,Mt. Enterprise VFD,NA,248140,NA,JERRY BYRON,NA,NA,NA,NA,NA,2010,8692-05-04,88,NA,Debris Burning,NA,NA,NA,1,B,31.907826,-94.788468,13,STATE OR PRIVATE,TX,Rusk,401,Rusk,8692,May,125,0.6931471805599453
187364,189650,W-395250,FED,DOI-WFMI,BIA,USAZNAA,Navajo Region Fire and Aviation Management,AZNAA,Navajo Regional Office,139,NA,NA,SAWMILL5,NA,NA,NA,NA,NA,1998,8680-09-28,235,1930,Debris Burning,2451048.5,235,2001,0.1,A,35.9,-109.1673,2,BIA,AZ,NA,NA,NA,8680,Sep,272,0.09531017980432487
1432668,19905498,AL-CA-1994-316-003,NONFED,ST-ALALS,ST/C&L,USALALS,Alabama Forestry Commission,ALALS,Alabama Forestry Commission,NA,003,NA,NA,NA,NA,NA,NA,NA,1994,8676-12-18,316,0900,Debris Burning,NA,NA,NA,10,C,33.85518,-85.7683,14,MISSING/NOT SPECIFIED,AL,CA,015,Calhoun,8676,Dec,353,2.3978952727983707
924186,1051551,SWRA_SC_65183,NONFED,ST-SCSCS,ST/C&L,USSCSCS,South Carolina Forestry Commission,SCSCS5,SCS Unit 5,NA,H119,NA,NA,NA,NA,NA,NA,NA,2001,8683-11-03,270,NA,Debris Burning,NA,NA,NA,0.5,B,32.45,-81.0667,14,MISSING/NOT SPECIFIED,SC,NA,NA,NA,8683,Nov,307,0.4054651081081644
909673,1036777,SWRA_SC_50406,NONFED,ST-SCSCS,ST/C&L,USSCSCS,South Carolina Forestry Commission,SCSCS6,SCS Unit 6,NA,3941,NA,NA,NA,NA,NA,NA,NA,1998,8681-01-04,333,NA,Debris Burning,NA,NA,NA,3,B,33.0833,-80.15,14,MISSING/NOT SPECIFIED,SC,NA,NA,NA,8681,Jan,4,1.3862943611198906
1119367,1364090,CDF_1994_54_2218_490         ,NONFED,ST-CACDF,ST/C&L,USCASHU,Shasta-Trinity Unit,CASHU,Shasta-Trinity Unit,NA,490         ,NA,OREGON #4                ,NA,NA,NA,NA,NA,1994,8676-09-16,223,NA,Debris Burning,NA,NA,NA,0.3,B,40.71694444,-122.98694444,14,MISSING/NOT SPECIFIED,CA,NA,NA,NA,8676,Sep,260,0.26236426446749106
1828917,300248601,SFO-2015ORODF1597103516,NONFED,ST-NASF,ST/C&L,USORORS,Oregon Department of Forestry State Headquarters,ORODF,Oregon Department of Forestry,NA,1597103516,NA,MOSES CREEK,NA,NA,NA,NA,NA,2015,8697-11-28,296,1410,Debris Burning,2457318.5,296,1610,0.6,B,45.70972,-117.87222,8,PRIVATE,OR,Union,061,Union,8697,Nov,332,0.4700036292457355
430860,464911,SFO-GA00770404-38-077-0068-04,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GA Newnan,"GAS Chattahoochee District, Newnan Office",NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,8686-06-05,120,NA,Debris Burning,NA,NA,NA,2,B,33.36186314,-84.68606079,14,MISSING/NOT SPECIFIED,GA,Coweta,077,Coweta,8686,Jun,156,1.0986122886681098
1686892,201851301,SFO-2013KYKYS4320139016,NONFED,ST-NASF,ST/C&L,USKYKYS,Kentucky Division of Forestry,KYKYS,Kentucky Division of Forestry,NA,4320139016,NA,MUSHROOM FIRE,NA,NA,NA,NA,NA,2013,8695-05-13,96,1559,Debris Burning,2456389.5,97,1149,12.5,C,38.25223923,-83.20323181,8,PRIVATE,KY,Carter,043,Carter,8695,May,133,2.6026896854443837
1259354,1662626,SFO-GA-FY2002-Toombs-103,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission,NA,FY2002-Toombs-103,NA,FY2002-TOOMBS-103,NA,NA,NA,NA,NA,2002,8684-05-11,95,1100,Debris Burning,2452369.5,95,1100,0.06,A,32.0467,-82.3572,7,STATE,GA,Toombs,279,Toombs,8684,May,132,0.058268908123975775
1431599,19904070,AL-SB-1994-79-021,NONFED,ST-ALALS,ST/C&L,USALALS,Alabama Forestry Commission,ALALS,Alabama Forestry Commission,NA,021,NA,NA,NA,NA,NA,NA,NA,1994,8676-04-25,79,2130,Debris Burning,NA,NA,NA,1,B,33.40776,-86.40432,14,MISSING/NOT SPECIFIED,AL,SB,117,Shelby,8676,Apr,116,0.6931471805599453
582567,629031,SFO-SC0381-8FF1493,NONFED,ST-NASF,ST/C&L,USSCSCS,South Carolina Forestry Commission,SCSCS,South Carolina Forestry Commission,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,8690-05-23,107,NA,Debris Burning,NA,NA,NA,2,B,33.91675,-78.80002,14,MISSING/NOT SPECIFIED,SC,Horry,051,Horry,8690,May,143,1.0986122886681098
1584666,201601350,SFO-TN-2012-10698,NONFED,ST-NASF,ST/C&L,USTNTNS,Tennessee Division of Forestry,TDA,Tennessee Department of Agriculture,NA,10698,NA,GLENRON STREET,NA,NA,NA,NA,NA,2012,8694-04-03,57,1600,Debris Burning,2455983.5,57,2030,7,B,35.135067,-85.282083,8,PRIVATE,TN,HAMILTON,065,Hamilton,8694,Apr,93,2.0794415416798357
1152295,1403194,ALS-BWT-20070904-001,NONFED,ST-ALALS,ST/C&L,USALALS,Alabama Forestry Commission,ALBWT,AFC Brewton,001,BWT-20070904-001,NA,NA,NA,NA,NA,NA,NA,2007,8689-10-10,247,1325,Debris Burning,2454347.5,247,1500,2,B,31.399599,-87.116844,14,MISSING/NOT SPECIFIED,AL,Conecuh,035,Conecuh,8689,Oct,283,1.0986122886681098
1042937,1172783,TFS_NC_221831,NONFED,ST-NCNCS,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS206,NCS Region 2 District 6,NA,01-043,NA,BOBCAT,NA,NA,NA,NA,NA,2001,8683-12-02,299,NA,Debris Burning,NA,NA,NA,0.1,A,35.4667,-78.7,14,MISSING/NOT SPECIFIED,NC,NA,NA,NA,8683,Dec,336,0.09531017980432487
1074251,1309938,CDF_2001_56_2232_009488      ,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,NA,009488      ,NA,MILLS                    ,NA,NA,NA,NA,NA,2001,8683-07-17,161,NA,Debris Burning,NA,NA,NA,0.1,A,37.28111111,-120.47888888,14,MISSING/NOT SPECIFIED,CA,NA,NA,NA,8683,Jul,198,0.09531017980432487
882184,1004832,SWRA_GA_60698,NONFED,ST-GAGAS,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS30,GAS Unit 30,NA,1.9725,NA,NA,NA,NA,NA,NA,NA,1999,8682-02-02,362,NA,Debris Burning,NA,NA,NA,1.6,B,32.4408,-81.9725,14,MISSING/NOT SPECIFIED,GA,NA,NA,NA,8682,Feb,33,0.9555114450274363
1436688,19910264,AL-BW-1996-45-028,NONFED,ST-ALALS,ST/C&L,USALALS,Alabama Forestry Commission,ALALS,Alabama Forestry Commission,NA,028,NA,NA,NA,NA,NA,NA,NA,1996,8678-03-22,45,1400,Debris Burning,NA,NA,NA,30,C,31.18015,-87.72536,14,MISSING/NOT SPECIFIED,AL,BW,003,Baldwin,8678,Mar,81,3.4339872044851463
1596957,201615196,SFO-MI-2012-2012360013,NONFED,ST-NASF,ST/C&L,USMIMIS,Michigan Department of Natural Resources,MIDNR,Michigan Department of Natural Resources,NA,2012360013,NA,340 FIRE,NA,NA,NA,NA,NA,2012,8694-11-10,278,1345,Debris Burning,2456204.5,278,1430,0.5,B,46.13448,-88.39293,8,PRIVATE,MI,IRON,071,Iron,8694,Nov,314,0.4054651081081644
1406930,19102932,SFO-GA-LON-48-3/12/1997-1410,NONFED,ST-GAGAS,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission,NA,48,NA,NA,NA,NA,NA,NA,NA,1997,8679-04-18,71,1410,Debris Burning,2450519.5,71,1454,0.29,B,31.8065,-81.7537,8,PRIVATE,GA,Long                ,183,Long,8679,Apr,108,0.25464221837358075
933533,1060976,SWRA_TN_12942,NONFED,ST-TNTNS,ST/C&L,USTNTNS,Tennessee Division of Forestry,TNTNS5,TNS Unit 5,NA,0005,NA,NA,NA,NA,NA,NA,NA,2001,8683-02-14,8,NA,Debris Burning,NA,NA,NA,3,B,35.0867,-86.4567,14,MISSING/NOT SPECIFIED,TN,NA,NA,NA,8683,Feb,45,1.3862943611198906
1425825,19504636,NCST-022-20100008,NONFED,ST-NCNCS,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS,North Carolina Division of Forest Resources,NA,NA,NA,TUSQUITTEE VIEW,NA,NA,NA,NA,NA,2010,8692-05-09,93,1415,Debris Burning,2455289.5,93,1520,0.1,A,35.08921666,-83.73951666,8,PRIVATE,NC,Clay,043,Clay,8692,May,130,0.09531017980432487
1828584,300248224,SFO-2015TXTXS3636,NONFED,ST-NASF,ST/C&L,USTXTXS,Texas A & M Forest Service,TXTXS,Texas Forest Service,NA,3636,NA,4543,NA,NA,NA,NA,NA,2015,8697-11-22,290,1252,Debris Burning,2457312.5,290,1400,2,B,30.74545,-95.70106667,14,MISSING/NOT SPECIFIED,TX,Walker,471,Walker,8697,Nov,326,1.0986122886681098
1596213,201614400,SFO-MN-2012-2012221014,NONFED,ST-NASF,ST/C&L,USMNMNS,Minnesota Department of Natural Resources,MNDNR,Minnesota Department of Natural Resources,NA,2012221014,NA,NA,NA,NA,NA,NA,NA,2012,8694-06-06,121,1341,Debris Burning,2456047.5,121,1440,0.5,B,47.93281435,-94.09965153,14,MISSING/NOT SPECIFIED,MN,Koochiching,071,Koochiching,8694,Jun,157,0.4054651081081644
633301,683610,SFO-TX02240706-63476,NONFED,ST-NASF,ST/C&L,USTXTXS,Texas A & M Forest Service,TXTXS,Texas Forest Service,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,8688-05-15,99,NA,Debris Burning,NA,NA,NA,2,B,33.37114998,-95.58123001,14,MISSING/NOT SPECIFIED,TX,Delta,119,Delta,8688,May,136,1.0986122886681098
946718,1074298,SWRA_VA_5181,NONFED,ST-VAVAS,ST/C&L,USVAVAS,Virginia Department of Forestry,VAVAS2,Charlottesville District,NA,6526,NA,NA,NA,NA,NA,NA,NA,1998,8680-09-28,235,NA,Debris Burning,NA,NA,NA,2,B,37.64,-76.9083,14,MISSING/NOT SPECIFIED,VA,NA,NA,NA,8680,Sep,272,1.0986122886681098
534001,574457,SFO-NC0457-NCST-024-20090031,NONFED,ST-NASF,ST/C&L,USNCNCS,North Carolina Forest Service,NCNCS,North Carolina Division of Forest Resources,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,8691-04-15,68,NA,Debris Burning,NA,NA,NA,0.5,B,34.295,-78.335,14,MISSING/NOT SPECIFIED,NC,Columbus,047,Columbus,8691,Apr,105,0.4054651081081644
1503139,201185710,2011NY3659NY3659-2011-033002,NONFED,ST-NASF,ST/C&L,USNYNYX,Fire Department of New York,NY3659,Fire Department of New York,NA,NY3659-2011-033002,NA,NA,NA,NA,NA,NA,NA,2011,8693-05-05,89,1937,Debris Burning,2455650.5,89,1957,0.91,B,41.3420669,-74.17430232,14,MISSING/NOT SPECIFIED,NY,ORANGE,071,Orange,8693,May,125,0.6471032420585385
1759244,300102065,SFO-2014NENFS20023,NONFED,ST-NASF,ST/C&L,USNENES,Nebraska Department of Forestry,NENFS,Nebraska Forest Service,NA,20023,NA,NA,NA,NA,NA,NA,NA,2014,8696-10-12,249,1348,Debris Burning,2456906.5,249,1448,0.5,B,42.75959,-98.854,14,MISSING/NOT SPECIFIED,NE,NA,NA,NA,8696,Oct,286,0.4054651081081644
